FID,TileID,XMin,XMax,YMin,Ymax
62,10302,-98,-96,24,26
63,10309,-84,-82,24,26
64,10310,-82,-80,24,26
65,10473,-116,-114,26,28
66,10474,-114,-112,26,28
67,10475,-112,-110,26,28
68,10476,-110,-108,26,28
69,10477,-108,-106,26,28
70,10478,-106,-104,26,28
71,10479,-104,-102,26,28
72,10480,-102,-100,26,28
73,10481,-100,-98,26,28
74,10482,-98,-96,26,28
75,10489,-84,-82,26,28
76,10490,-82,-80,26,28
77,10653,-116,-114,28,30
78,10654,-114,-112,28,30
79,10655,-112,-110,28,30
80,10656,-110,-108,28,30
81,10657,-108,-106,28,30
82,10658,-106,-104,28,30
83,10659,-104,-102,28,30
84,10660,-102,-100,28,30
85,10661,-100,-98,28,30
86,10662,-98,-96,28,30
87,10663,-96,-94,28,30
88,10664,-94,-92,28,30
89,10665,-92,-90,28,30
90,10666,-90,-88,28,30
91,10668,-86,-84,28,30
92,10669,-84,-82,28,30
93,10670,-82,-80,28,30
94,10832,-118,-116,30,32
95,10833,-116,-114,30,32
96,10834,-114,-112,30,32
97,10835,-112,-110,30,32
98,10836,-110,-108,30,32
99,10837,-108,-106,30,32
100,10838,-106,-104,30,32
101,10839,-104,-102,30,32
102,10840,-102,-100,30,32
103,10841,-100,-98,30,32
104,10842,-98,-96,30,32
105,10843,-96,-94,30,32
106,10844,-94,-92,30,32
107,10845,-92,-90,30,32
108,10846,-90,-88,30,32
109,10847,-88,-86,30,32
110,10848,-86,-84,30,32
111,10849,-84,-82,30,32
112,10850,-82,-80,30,32
113,11010,-122,-120,32,34
114,11011,-120,-118,32,34
115,11012,-118,-116,32,34
116,11013,-116,-114,32,34
117,11014,-114,-112,32,34
118,11015,-112,-110,32,34
119,11016,-110,-108,32,34
120,11017,-108,-106,32,34
121,11018,-106,-104,32,34
122,11019,-104,-102,32,34
123,11020,-102,-100,32,34
124,11021,-100,-98,32,34
125,11022,-98,-96,32,34
126,11023,-96,-94,32,34
127,11024,-94,-92,32,34
128,11025,-92,-90,32,34
129,11026,-90,-88,32,34
130,11027,-88,-86,32,34
131,11028,-86,-84,32,34
132,11029,-84,-82,32,34
133,11030,-82,-80,32,34
134,11031,-80,-78,32,34
135,11032,-78,-76,32,34
136,11190,-122,-120,34,36
137,11191,-120,-118,34,36
138,11192,-118,-116,34,36
139,11193,-116,-114,34,36
140,11194,-114,-112,34,36
141,11195,-112,-110,34,36
142,11196,-110,-108,34,36
143,11197,-108,-106,34,36
144,11198,-106,-104,34,36
145,11199,-104,-102,34,36
146,11200,-102,-100,34,36
147,11201,-100,-98,34,36
148,11202,-98,-96,34,36
149,11203,-96,-94,34,36
150,11204,-94,-92,34,36
151,11205,-92,-90,34,36
152,11206,-90,-88,34,36
153,11207,-88,-86,34,36
154,11208,-86,-84,34,36
155,11209,-84,-82,34,36
156,11210,-82,-80,34,36
157,11211,-80,-78,34,36
158,11212,-78,-76,34,36
159,11213,-76,-74,34,36
